No,ID,Scenario,Mode,Choice,Nationality,Vientiane,Gender,Mar,Age,Job,Edu,Hinc,Hcar,Hmem,Carown,AirClass,Dependency,WeaCon,Tpp,ChLug,Accom,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT
485,243,S2,Car,2,3,3,1,0,2,4,4,3,3,3,1,1,1,1,1,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
486,243,S4,Car,2,3,3,1,0,2,4,4,3,3,3,1,1,1,1,0,0,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
487,244,S7,VCAT,5,3,3,0,0,2,5,3,3,1,3,1,1,1,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
488,244,S7,Taxi,3,3,3,0,0,2,5,3,3,1,3,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
489,245,S1,Bus,4,3,3,1,1,5,5,4,3,1,2,0,1,0,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
490,245,S3,Bus,4,3,3,1,1,5,5,4,3,1,2,0,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,10,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
491,246,S6,VCAT,5,3,3,0,1,5,5,2,3,2,4,0,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
492,246,S6,Taxi,3,3,3,0,1,5,5,2,3,2,4,0,1,1,0,1,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
493,247,S1,Bus,4,3,3,1,1,5,2,1,3,3,3,1,1,0,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
494,247,S2,Bus,4,3,3,1,1,5,2,1,3,3,3,1,1,0,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,10,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
495,248,S1,Taxi,3,3,3,0,1,3,2,3,3,1,3,1,1,1,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
496,248,S3,Taxi,3,3,3,0,1,3,2,3,3,1,3,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
497,249,S5,Taxi,3,3,3,0,0,2,4,3,3,0,3,0,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
498,249,S7,Taxi,3,3,3,0,0,2,4,3,3,0,3,0,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
499,250,S2,Car,2,3,3,0,0,2,4,3,3,3,5,0,1,1,1,1,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
500,250,S4,Car,2,3,3,0,0,2,4,3,3,3,5,0,1,1,1,0,0,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
501,251,S7,Bus,4,3,3,1,1,3,4,3,3,0,5,1,1,1,1,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
502,251,S7,Bus,4,3,3,1,1,3,4,3,3,0,5,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
503,252,S6,VCAT,5,3,3,0,0,2,3,4,3,1,4,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
504,252,S6,Taxi,3,3,3,0,0,2,3,4,3,1,4,1,1,1,0,1,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
505,253,S1,VCAT,5,3,3,1,0,2,5,3,3,1,2,1,1,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
506,253,S3,VCAT,5,3,3,1,0,2,5,3,3,1,2,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
507,254,S1,VCAT,5,3,3,1,0,2,4,3,3,3,4,1,1,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
508,254,S2,Bus,4,3,3,1,0,2,4,3,3,3,4,1,1,1,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,10,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
509,255,S1,Taxi,3,3,3,0,0,3,1,2,1,0,2,0,1,1,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
510,255,S2,Bus,4,3,3,0,0,3,1,2,1,0,2,0,1,1,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,10,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
511,256,S5,Taxi,3,3,3,0,0,2,4,1,3,0,4,0,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
512,256,S7,Taxi,3,3,3,0,0,2,4,1,3,0,4,0,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
513,257,S5,Car,2,3,3,1,0,2,4,2,3,1,4,0,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
514,257,S7,VCAT,5,3,3,1,0,2,4,2,3,1,4,0,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
515,258,S1,Bus,4,3,3,1,0,2,5,3,3,3,4,1,1,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
516,258,S3,VCAT,5,3,3,1,0,2,5,3,3,3,4,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
517,259,S6,Taxi,3,3,3,1,1,3,2,3,3,0,2,0,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
518,259,S6,Taxi,3,3,3,1,1,3,2,3,3,0,2,0,1,1,0,1,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
519,260,S6,Bus,4,3,3,1,0,5,5,2,3,0,1,0,1,0,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
520,260,S6,Bus,4,3,3,1,0,5,5,2,3,0,1,0,1,0,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
521,261,S5,Taxi,3,3,3,1,1,3,2,3,3,1,2,0,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
522,261,S7,Taxi,3,3,3,1,1,3,2,3,3,1,2,0,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
523,262,S7,VCAT,5,3,3,1,0,3,4,4,3,1,5,1,1,1,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
524,262,S7,Taxi,3,3,3,1,0,3,4,4,3,1,5,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
525,263,S1,VCAT,5,3,3,1,1,5,5,4,3,2,2,1,1,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
526,263,S3,VCAT,5,3,3,1,1,5,5,4,3,2,2,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
527,264,S2,Taxi,3,3,3,1,1,2,3,4,3,3,4,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
528,264,S4,VCAT,5,3,3,1,1,2,3,4,3,3,4,1,1,0,1,0,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
529,265,S6,Taxi,3,3,3,0,1,2,3,4,3,2,4,0,1,0,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
530,265,S8,VCAT,5,3,3,0,1,2,3,4,3,2,4,0,1,0,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
531,266,S6,Taxi,3,3,3,0,0,2,1,4,3,0,2,0,1,0,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
532,266,S6,Taxi,3,3,3,0,0,2,1,4,3,0,2,0,1,0,0,1,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
533,267,S1,Bus,4,3,3,0,1,5,5,4,3,2,2,1,1,0,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
534,267,S3,VCAT,5,3,3,0,1,5,5,4,3,2,2,1,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
535,268,S5,Taxi,3,3,3,0,0,2,1,4,3,0,2,0,1,0,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
536,268,S7,Taxi,3,3,3,0,0,2,1,4,3,0,2,0,1,0,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
537,269,S5,Car,2,3,3,1,0,5,4,3,3,0,2,1,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
538,269,S2,Motorbike,1,3,3,1,0,5,4,3,3,0,2,1,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
539,270,S5,Car,2,3,3,1,1,5,1,4,3,2,2,1,1,0,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
540,270,S6,Car,2,3,3,1,1,5,1,4,3,2,2,1,1,0,0,1,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
541,271,S6,Bus,4,3,3,1,0,2,1,4,3,1,4,0,1,0,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
542,271,S6,Bus,4,3,3,1,0,2,1,4,3,1,4,0,1,0,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
543,272,S3,Motorbike,1,3,3,0,0,2,1,4,3,1,3,1,1,0,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
544,272,S3,Motorbike,1,3,3,0,0,2,1,4,3,1,3,1,1,0,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,0,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
545,273,S6,Bus,4,3,3,0,0,5,1,4,2,0,1,0,1,1,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
546,273,S6,Bus,4,3,3,0,0,5,1,4,2,0,1,0,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
547,274,S7,VCAT,5,3,3,0,1,5,2,4,3,0,1,1,1,0,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
548,274,S7,Bus,4,3,3,0,1,5,2,4,3,0,1,1,1,0,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
549,275,S6,VCAT,5,3,3,0,1,5,2,1,3,1,2,1,1,0,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
550,275,S6,Bus,4,3,3,0,1,5,2,1,3,1,2,1,1,0,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
551,276,S7,VCAT,5,3,3,1,0,2,2,4,3,1,2,0,1,0,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
552,276,S7,VCAT,5,3,3,1,0,2,2,4,3,1,2,0,1,0,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
553,277,S7,Bus,4,3,3,0,1,2,1,4,3,3,3,1,1,0,1,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
554,277,S7,Bus,4,3,3,0,1,2,1,4,3,3,3,1,1,0,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
555,278,S7,Bus,4,3,3,0,1,5,2,2,3,3,3,1,1,0,1,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
556,278,S7,Bus,4,3,3,0,1,5,2,2,3,3,3,1,1,0,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
557,279,S7,VCAT,5,3,3,0,0,2,5,4,1,0,1,0,1,0,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
558,279,S7,Bus,4,3,3,0,0,2,5,4,1,0,1,0,1,0,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
559,280,S7,VCAT,5,1,1,1,1,4,1,4,2,0,5,1,1,1,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
560,280,S7,VCAT,5,1,1,1,1,4,1,4,2,0,5,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
561,281,S6,VCAT,5,1,1,1,1,4,1,4,1,1,5,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
562,281,S8,VCAT,5,1,1,1,1,4,1,4,1,1,5,1,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
563,282,S6,VCAT,5,1,1,1,1,5,1,4,2,1,3,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
564,282,S8,VCAT,5,1,1,1,1,5,1,4,2,1,3,1,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
565,283,S1,VCAT,5,1,1,0,0,2,3,2,3,0,4,1,1,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
566,283,S3,Car,2,1,1,0,0,2,3,2,3,0,4,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
567,284,S1,Car,2,1,1,0,1,3,4,3,1,0,4,0,1,1,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
568,284,S3,Car,2,1,1,0,1,3,4,3,1,0,4,0,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
